block,flat_type,level_str,level_number,unit_id,stack,area_sqm,price,tag,available
95B,"3-Room (Income Ceiling $14,000)",#12,12,7081,538,69,394500,,False
95B,"3-Room (Income Ceiling $14,000)",#12,12,7099,540,69,394500,,False
95B,"3-Room (Income Ceiling $14,000)",#11,11,7044,534,69,388500,MGPS 3+4,False
95B,"3-Room (Income Ceiling $14,000)",#11,11,7062,536,69,388500,,True
95B,"3-Room (Income Ceiling $14,000)",#11,11,7080,538,69,392800,GRO,False
95B,"3-Room (Income Ceiling $14,000)",#11,11,7098,540,69,392800,,True
95B,"3-Room (Income Ceiling $14,000)",#10,10,7043,534,69,386800,MGPS 3+4,True
95B,"3-Room (Income Ceiling $14,000)",#10,10,7061,536,69,386800,,True
95B,"3-Room (Income Ceiling $14,000)",#10,10,7079,538,69,391100,MGPS 3+4,False
95B,"3-Room (Income Ceiling $14,000)",#10,10,7097,540,69,391100,,True
95B,"3-Room (Income Ceiling $14,000)",#09,9,7042,534,69,385100,MGPS 3+4,True
95B,"3-Room (Income Ceiling $14,000)",#09,9,7060,536,69,385100,,True
95B,"3-Room (Income Ceiling $14,000)",#09,9,7078,538,69,389400,,False
95B,"3-Room (Income Ceiling $14,000)",#09,9,7096,540,69,389400,,True
95B,"3-Room (Income Ceiling $14,000)",#08,8,7041,534,69,383400,,True
95B,"3-Room (Income Ceiling $14,000)",#08,8,7059,536,69,383400,,True
95B,"3-Room (Income Ceiling $14,000)",#08,8,7077,538,69,387700,,False
95B,"3-Room (Income Ceiling $14,000)",#08,8,7095,540,69,387700,,True
95B,"3-Room (Income Ceiling $14,000)",#07,7,7040,534,69,379100,,True
95B,"3-Room (Income Ceiling $14,000)",#07,7,7058,536,69,379100,,True
95B,"3-Room (Income Ceiling $14,000)",#07,7,7076,538,69,383400,MGPS 3+4,False
95B,"3-Room (Income Ceiling $14,000)",#07,7,7094,540,69,383400,,True
95B,"3-Room (Income Ceiling $14,000)",#06,6,7039,534,69,374800,,True
95B,"3-Room (Income Ceiling $14,000)",#06,6,7057,536,69,374800,MGPS 3+4,False
95B,"3-Room (Income Ceiling $14,000)",#06,6,7075,538,69,379100,MGPS 3+4,False
95B,"3-Room (Income Ceiling $14,000)",#06,6,7093,540,69,379100,,True
95B,"3-Room (Income Ceiling $14,000)",#05,5,7038,534,69,370500,,True
95B,"3-Room (Income Ceiling $14,000)",#05,5,7056,536,69,370500,,True
95B,"3-Room (Income Ceiling $14,000)",#05,5,7074,538,69,370500,,True
95B,"3-Room (Income Ceiling $14,000)",#05,5,7092,540,69,370500,,True
95B,"3-Room (Income Ceiling $14,000)",#04,4,7037,534,69,364100,,True
95B,"3-Room (Income Ceiling $14,000)",#04,4,7055,536,69,364100,,True
95B,"3-Room (Income Ceiling $14,000)",#04,4,7073,538,69,364100,,True
95B,"3-Room (Income Ceiling $14,000)",#04,4,7091,540,69,364100,,True
95B,"3-Room (Income Ceiling $14,000)",#03,3,7036,534,69,357700,,True
95B,"3-Room (Income Ceiling $14,000)",#03,3,7054,536,69,357700,,True
95B,"3-Room (Income Ceiling $14,000)",#03,3,7072,538,69,357700,,True
95B,"3-Room (Income Ceiling $14,000)",#03,3,7090,540,69,357700,,True
95B,"3-Room (Income Ceiling $14,000)",#02,2,7035,534,69,351300,,True
95B,"3-Room (Income Ceiling $14,000)",#02,2,7053,536,69,351300,,True
95B,"3-Room (Income Ceiling $14,000)",#02,2,7071,538,69,351300,,False
95B,"3-Room (Income Ceiling $14,000)",#02,2,7089,540,69,351300,,True
95B,4-Room,#19,19,7188,550,93,607100,,True
95B,4-Room,#19,19,7206,552,93,607100,,True
95B,4-Room,#19,19,7223,554,93,607100,,True
95B,4-Room,#19,19,7240,556,93,607100,,True
95B,4-Room,#18,18,7187,550,93,607100,,True
95B,4-Room,#18,18,7205,552,93,607100,,True
95B,4-Room,#18,18,7222,554,93,607100,,False
95B,4-Room,#18,18,7239,556,93,607100,,True
95B,4-Room,#17,17,7186,550,93,604700,MGPS 2+4,False
95B,4-Room,#17,17,7204,552,93,604700,,True
95B,4-Room,#17,17,7221,554,93,604700,,True
95B,4-Room,#17,17,7238,556,93,604700,,True
95B,4-Room,#16,16,7185,550,93,602300,,True
95B,4-Room,#16,16,7203,552,93,602300,,False
95B,4-Room,#16,16,7220,554,93,602300,MGPS 3+4,False
95B,4-Room,#16,16,7237,556,93,596200,,True
95B,4-Room,#15,15,7184,550,93,599900,,True
95B,4-Room,#15,15,7202,552,93,599900,,True
95B,4-Room,#15,15,7219,554,93,599900,,True
95B,4-Room,#15,15,7236,556,93,593800,,True
95B,4-Room,#14,14,7183,550,93,597500,,True
95B,4-Room,#14,14,7201,552,93,597500,,True
95B,4-Room,#14,14,7218,554,93,597500,,True
95B,4-Room,#14,14,7235,556,93,591400,,True
95B,4-Room,#13,13,7182,550,93,595100,,True
95B,4-Room,#13,13,7200,552,93,595100,MGPS 3+4,False
95B,4-Room,#13,13,7217,554,93,595100,,True
95B,4-Room,#13,13,7234,556,93,589000,MGPS 2+4,False
95B,4-Room,#12,12,7181,550,93,592700,MGPS 2+4,False
95B,4-Room,#12,12,7199,552,93,592700,,True
95B,4-Room,#12,12,7216,554,93,592700,,True
95B,4-Room,#12,12,7233,556,93,586600,,True
95B,4-Room,#11,11,7180,550,93,590300,MGPS 2+4,False
95B,4-Room,#11,11,7198,552,93,590300,,True
95B,4-Room,#11,11,7215,554,93,590300,,True
95B,4-Room,#11,11,7232,556,93,584200,MGPS 2+4,False
95B,4-Room,#10,10,7179,550,93,587900,MGPS 3+4,False
95B,4-Room,#10,10,7197,552,93,587900,,False
95B,4-Room,#10,10,7214,554,93,587900,MGPS 3+4,False
95B,4-Room,#10,10,7231,556,93,581800,,True
95B,4-Room,#09,9,7178,550,93,585500,MGPS 2+4,False
95B,4-Room,#09,9,7196,552,93,585500,,True
95B,4-Room,#09,9,7213,554,93,585500,,True
95B,4-Room,#09,9,7230,556,93,579400,MGPS 2+4,False
95B,4-Room,#08,8,7177,550,93,583100,,True
95B,4-Room,#08,8,7195,552,93,583100,,True
95B,4-Room,#08,8,7212,554,93,583100,,True
95B,4-Room,#08,8,7229,556,93,577000,MGPS 2+4,False
95B,4-Room,#07,7,7176,550,93,577000,,True
95B,4-Room,#07,7,7194,552,93,577000,MGPS 3+4,False
95B,4-Room,#07,7,7211,554,93,577000,,True
95B,4-Room,#07,7,7228,556,93,570900,,True
95B,4-Room,#06,6,7175,550,93,570900,,False
95B,4-Room,#06,6,7193,552,93,570900,,True
95B,4-Room,#06,6,7210,554,93,570900,,True
95B,4-Room,#06,6,7227,556,93,564800,,True
95B,4-Room,#05,5,7174,550,93,564800,,True
95B,4-Room,#05,5,7192,552,93,564800,,True
95B,4-Room,#05,5,7209,554,93,564800,,True
95B,4-Room,#05,5,7226,556,93,558700,,True
95B,4-Room,#04,4,7173,550,93,555600,,True
95B,4-Room,#04,4,7191,552,93,549500,,True
95B,4-Room,#04,4,7208,554,93,549500,,True
95B,4-Room,#04,4,7225,556,93,549500,,True
95B,4-Room,#03,3,7172,550,93,546400,,True
95B,4-Room,#03,3,7190,552,93,534200,MGPS 3+4,True
95B,4-Room,#03,3,7207,554,93,534200,,True
95B,4-Room,#03,3,7224,556,93,540300,,True
95B,4-Room,#02,2,7171,550,93,525000,,True
95B,4-Room,#02,2,7189,552,93,525000,,True
95C,4-Room,#19,19,7258,558,93,625400,,True
95C,4-Room,#19,19,7276,560,93,625400,,False
95C,4-Room,#19,19,7294,562,93,625400,,False
95C,4-Room,#19,19,7312,564,93,613200,,True
95C,4-Room,#19,19,7330,566,93,613200,,True
95C,4-Room,#19,19,7348,568,93,613200,,False
95C,4-Room,#19,19,7366,570,93,613200,,True
95C,4-Room,#19,19,7384,572,93,613200,,True
95C,4-Room,#19,19,7402,574,93,613200,,True
95C,4-Room,#18,18,7257,558,93,625400,,True
95C,4-Room,#18,18,7275,560,93,625400,,False
95C,4-Room,#18,18,7293,562,93,625400,,False
95C,4-Room,#18,18,7311,564,93,613200,,False
95C,4-Room,#18,18,7329,566,93,613200,,True
95C,4-Room,#18,18,7347,568,93,613200,GRO,False
95C,4-Room,#18,18,7365,570,93,613200,,True
95C,4-Room,#18,18,7383,572,93,613200,,True
95C,4-Room,#18,18,7401,574,93,613200,,True
95C,4-Room,#17,17,7256,558,93,623000,,True
95C,4-Room,#17,17,7274,560,93,623000,,True
95C,4-Room,#17,17,7292,562,93,623000,,False
95C,4-Room,#17,17,7310,564,93,610800,,True
95C,4-Room,#17,17,7328,566,93,610800,,True
95C,4-Room,#17,17,7346,568,93,610800,,False
95C,4-Room,#17,17,7364,570,93,610800,,True
95C,4-Room,#17,17,7382,572,93,610800,,True
95C,4-Room,#17,17,7400,574,93,610800,,True
95C,4-Room,#16,16,7255,558,93,620600,,True
95C,4-Room,#16,16,7273,560,93,620600,,False
95C,4-Room,#16,16,7291,562,93,620600,MGPS 2+4,False
95C,4-Room,#16,16,7309,564,93,608400,,False
95C,4-Room,#16,16,7327,566,93,608400,,True
95C,4-Room,#16,16,7345,568,93,608400,,False
95C,4-Room,#16,16,7363,570,93,608400,MGPS 3+4,False
95C,4-Room,#16,16,7381,572,93,608400,,True
95C,4-Room,#16,16,7399,574,93,608400,,True
95C,4-Room,#15,15,7254,558,93,612100,,True
95C,4-Room,#15,15,7272,560,93,612100,,True
95C,4-Room,#15,15,7290,562,93,612100,,False
95C,4-Room,#15,15,7308,564,93,599900,,True
95C,4-Room,#15,15,7326,566,93,599900,,True
95C,4-Room,#15,15,7344,568,93,599900,,True
95C,4-Room,#15,15,7362,570,93,599900,,True
95C,4-Room,#15,15,7380,572,93,599900,,True
95C,4-Room,#15,15,7398,574,93,599900,,True
95C,4-Room,#15,15,7415,576,93,597500,,True
95C,4-Room,#15,15,7428,578,93,597500,GRO,False
95C,4-Room,#14,14,7253,558,93,609700,,True
95C,4-Room,#14,14,7271,560,93,609700,,True
95C,4-Room,#14,14,7289,562,93,609700,,False
95C,4-Room,#14,14,7307,564,93,597500,,True
95C,4-Room,#14,14,7325,566,93,597500,,True
95C,4-Room,#14,14,7343,568,93,597500,,True
95C,4-Room,#14,14,7361,570,93,597500,,True
95C,4-Room,#14,14,7379,572,93,597500,,True
95C,4-Room,#14,14,7397,574,93,597500,,True
95C,4-Room,#14,14,7414,576,93,597500,,True
95C,4-Room,#14,14,7427,578,93,597500,,False
95C,4-Room,#13,13,7252,558,93,607300,,True
95C,4-Room,#13,13,7270,560,93,607300,,True
95C,4-Room,#13,13,7288,562,93,607300,,True
95C,4-Room,#13,13,7306,564,93,595100,,True
95C,4-Room,#13,13,7324,566,93,595100,,True
95C,4-Room,#13,13,7342,568,93,595100,,True
95C,4-Room,#13,13,7360,570,93,595100,,True
95C,4-Room,#13,13,7378,572,93,595100,,True
95C,4-Room,#13,13,7396,574,93,595100,,True
95C,4-Room,#13,13,7413,576,93,595100,,True
95C,4-Room,#13,13,7426,578,93,595100,,True
95C,4-Room,#12,12,7251,558,93,598800,,True
95C,4-Room,#12,12,7269,560,93,598800,,True
95C,4-Room,#12,12,7287,562,93,598800,,True
95C,4-Room,#12,12,7305,564,93,592700,,True
95C,4-Room,#12,12,7323,566,93,592700,,True
95C,4-Room,#12,12,7341,568,93,592700,,False
95C,4-Room,#12,12,7359,570,93,592700,,True
95C,4-Room,#12,12,7377,572,93,592700,,True
95C,4-Room,#12,12,7395,574,93,592700,,True
95C,4-Room,#12,12,7412,576,93,592700,,True
95C,4-Room,#12,12,7425,578,93,592700,,True
95C,4-Room,#11,11,7250,558,93,590300,,True
95C,4-Room,#11,11,7268,560,93,590300,,True
95C,4-Room,#11,11,7286,562,93,590300,,True
95C,4-Room,#11,11,7304,564,93,590300,,True
95C,4-Room,#11,11,7322,566,93,590300,,True
95C,4-Room,#11,11,7340,568,93,590300,,True
95C,4-Room,#11,11,7358,570,93,590300,,True
95C,4-Room,#11,11,7376,572,93,590300,,True
95C,4-Room,#11,11,7394,574,93,590300,,True
95C,4-Room,#11,11,7411,576,93,590300,,True
95C,4-Room,#11,11,7424,578,93,590300,,True
95C,4-Room,#10,10,7249,558,93,575700,,True
95C,4-Room,#10,10,7267,560,93,575700,,True
95C,4-Room,#10,10,7285,562,93,587900,,True
95C,4-Room,#10,10,7303,564,93,587900,,True
95C,4-Room,#10,10,7321,566,93,587900,,True
95C,4-Room,#10,10,7339,568,93,587900,,True
95C,4-Room,#10,10,7357,570,93,587900,,True
95C,4-Room,#10,10,7375,572,93,587900,,True
95C,4-Room,#10,10,7393,574,93,587900,,True
95C,4-Room,#10,10,7410,576,93,587900,,True
95C,4-Room,#10,10,7423,578,93,587900,,True
95C,4-Room,#09,9,7248,558,93,573300,,True
95C,4-Room,#09,9,7266,560,93,573300,,True
95C,4-Room,#09,9,7284,562,93,585500,,True
95C,4-Room,#09,9,7302,564,93,585500,MGPS 2+4,False
95C,4-Room,#09,9,7320,566,93,585500,,True
95C,4-Room,#09,9,7338,568,93,585500,,False
95C,4-Room,#09,9,7356,570,93,585500,,True
95C,4-Room,#09,9,7374,572,93,585500,,True
95C,4-Room,#09,9,7392,574,93,585500,,True
95C,4-Room,#09,9,7409,576,93,585500,,True
95C,4-Room,#09,9,7422,578,93,585500,,True
95C,4-Room,#08,8,7247,558,93,570900,,True
95C,4-Room,#08,8,7265,560,93,570900,MGPS 3+4,True
95C,4-Room,#08,8,7283,562,93,570900,,True
95C,4-Room,#08,8,7301,564,93,583100,,True
95C,4-Room,#08,8,7319,566,93,583100,,True
95C,4-Room,#08,8,7337,568,93,583100,,True
95C,4-Room,#08,8,7355,570,93,583100,,True
95C,4-Room,#08,8,7373,572,93,583100,,True
95C,4-Room,#08,8,7391,574,93,583100,,True
95C,4-Room,#08,8,7408,576,93,583100,,True
95C,4-Room,#08,8,7421,578,93,583100,,True
95C,4-Room,#07,7,7246,558,93,552600,,True
95C,4-Room,#07,7,7264,560,93,552600,,True
95C,4-Room,#07,7,7282,562,93,552600,,True
95C,4-Room,#07,7,7300,564,93,577000,,True
95C,4-Room,#07,7,7318,566,93,577000,,True
95C,4-Room,#07,7,7336,568,93,577000,,True
95C,4-Room,#07,7,7354,570,93,577000,,True
95C,4-Room,#07,7,7372,572,93,577000,,True
95C,4-Room,#07,7,7390,574,93,577000,,True
95C,4-Room,#07,7,7407,576,93,577000,,True
95C,4-Room,#07,7,7420,578,93,577000,,True
95C,4-Room,#06,6,7245,558,93,534300,,True
95C,4-Room,#06,6,7263,560,93,534300,,True
95C,4-Room,#06,6,7281,562,93,534300,,True
95C,4-Room,#06,6,7299,564,93,570900,,True
95C,4-Room,#06,6,7317,566,93,570900,,True
95C,4-Room,#06,6,7335,568,93,570900,MGPS 2+4,False
95C,4-Room,#06,6,7353,570,93,570900,,True
95C,4-Room,#06,6,7371,572,93,570900,,True
95C,4-Room,#06,6,7389,574,93,570900,,True
95C,4-Room,#06,6,7406,576,93,570900,,True
95C,4-Room,#06,6,7419,578,93,570900,,True
95C,4-Room,#05,5,7244,558,93,528200,,True
95C,4-Room,#05,5,7262,560,93,528200,,True
95C,4-Room,#05,5,7280,562,93,528200,,True
95C,4-Room,#05,5,7298,564,93,564800,,True
95C,4-Room,#05,5,7316,566,93,564800,,True
95C,4-Room,#05,5,7334,568,93,564800,,True
95C,4-Room,#05,5,7352,570,93,564800,,True
95C,4-Room,#05,5,7370,572,93,564800,,True
95C,4-Room,#05,5,7388,574,93,564800,,True
95C,4-Room,#05,5,7405,576,93,564800,,True
95C,4-Room,#05,5,7418,578,93,564800,,True
95C,4-Room,#04,4,7243,558,93,512900,,True
95C,4-Room,#04,4,7261,560,93,519000,,True
95C,4-Room,#04,4,7279,562,93,519000,,True
95C,4-Room,#04,4,7297,564,93,555600,,True
95C,4-Room,#04,4,7315,566,93,555600,,True
95C,4-Room,#04,4,7333,568,93,555600,,True
95C,4-Room,#04,4,7351,570,93,555600,,True
95C,4-Room,#04,4,7369,572,93,555600,,True
95C,4-Room,#04,4,7387,574,93,555600,,True
95C,4-Room,#04,4,7404,576,93,555600,,True
95C,4-Room,#04,4,7417,578,93,549500,,True
95C,4-Room,#03,3,7242,558,93,497600,GRO,False
95C,4-Room,#03,3,7260,560,93,509800,,True
95C,4-Room,#03,3,7278,562,93,509800,,True
95C,4-Room,#03,3,7296,564,93,546400,,True
95C,4-Room,#03,3,7314,566,93,546400,,True
95C,4-Room,#03,3,7332,568,93,546400,,True
95C,4-Room,#03,3,7350,570,93,546400,,True
95C,4-Room,#03,3,7368,572,93,546400,,True
95C,4-Room,#03,3,7386,574,93,546400,,True
95C,4-Room,#03,3,7403,576,93,546400,,True
95C,4-Room,#03,3,7416,578,93,534200,,True
95C,4-Room,#02,2,7241,558,93,488400,,True
95C,4-Room,#02,2,7259,560,93,500600,,True
95C,4-Room,#02,2,7277,562,93,500600,,True
95C,4-Room,#02,2,7295,564,93,537200,,True
95C,4-Room,#02,2,7313,566,93,537200,,True
95C,4-Room,#02,2,7331,568,93,537200,,True
95C,4-Room,#02,2,7349,570,93,537200,,True
95C,4-Room,#02,2,7367,572,93,537200,,True
95C,4-Room,#02,2,7385,574,93,537200,,True
97A,4-Room,#19,19,7446,580,93,613200,,True
97A,4-Room,#19,19,7464,582,93,613200,,True
97A,4-Room,#19,19,7510,588,93,613200,,True
97A,4-Room,#19,19,7527,590,93,613200,,True
97A,4-Room,#19,19,7545,592,93,625400,,False
97A,4-Room,#19,19,7563,594,93,625400,,False
97A,4-Room,#19,19,7581,596,93,613200,,False
97A,4-Room,#19,19,7599,598,93,613200,,True
97A,4-Room,#19,19,7617,600,93,613200,,True
97A,4-Room,#18,18,7445,580,93,613200,,True
97A,4-Room,#18,18,7463,582,93,613200,,True
97A,4-Room,#18,18,7509,588,93,613200,,False
97A,4-Room,#18,18,7526,590,93,613200,,True
97A,4-Room,#18,18,7544,592,93,625400,,False
97A,4-Room,#18,18,7562,594,93,625400,GRO,False
97A,4-Room,#18,18,7580,596,93,613200,,False
97A,4-Room,#18,18,7598,598,93,613200,,True
97A,4-Room,#18,18,7616,600,93,613200,,True
97A,4-Room,#17,17,7444,580,93,610800,,True
97A,4-Room,#17,17,7462,582,93,610800,,True
97A,4-Room,#17,17,7508,588,93,610800,,True
97A,4-Room,#17,17,7525,590,93,610800,GRO,False
97A,4-Room,#17,17,7543,592,93,623000,,False
97A,4-Room,#17,17,7561,594,93,623000,,False
97A,4-Room,#17,17,7579,596,93,610800,,False
97A,4-Room,#17,17,7597,598,93,610800,,True
97A,4-Room,#17,17,7615,600,93,610800,,True
97A,4-Room,#16,16,7443,580,93,608400,,True
97A,4-Room,#16,16,7461,582,93,608400,,True
97A,4-Room,#16,16,7507,588,93,608400,,True
97A,4-Room,#16,16,7524,590,93,608400,,True
97A,4-Room,#16,16,7542,592,93,620600,,False
97A,4-Room,#16,16,7560,594,93,620600,,True
97A,4-Room,#16,16,7578,596,93,608400,,False
97A,4-Room,#16,16,7596,598,93,608400,,True
97A,4-Room,#16,16,7614,600,93,608400,,True
97A,4-Room,#15,15,7442,580,93,599900,,True
97A,4-Room,#15,15,7460,582,93,599900,,True
97A,4-Room,#15,15,7478,584,93,597500,,True
97A,4-Room,#15,15,7492,586,93,597500,,True
97A,4-Room,#15,15,7506,588,93,599900,,True
97A,4-Room,#15,15,7523,590,93,599900,,True
97A,4-Room,#15,15,7541,592,93,612100,,True
97A,4-Room,#15,15,7559,594,93,612100,,True
97A,4-Room,#15,15,7577,596,93,599900,,False
97A,4-Room,#15,15,7595,598,93,599900,,True
97A,4-Room,#15,15,7613,600,93,599900,,True
97A,4-Room,#14,14,7441,580,93,597500,,True
97A,4-Room,#14,14,7459,582,93,597500,,True
97A,4-Room,#14,14,7477,584,93,597500,,True
97A,4-Room,#14,14,7491,586,93,597500,,True
97A,4-Room,#14,14,7505,588,93,597500,,True
97A,4-Room,#14,14,7522,590,93,597500,,True
97A,4-Room,#14,14,7540,592,93,609700,,True
97A,4-Room,#14,14,7558,594,93,609700,,True
97A,4-Room,#14,14,7576,596,93,597500,,True
97A,4-Room,#14,14,7594,598,93,597500,,True
97A,4-Room,#14,14,7612,600,93,597500,,True
97A,4-Room,#13,13,7440,580,93,595100,,True
97A,4-Room,#13,13,7458,582,93,595100,,True
97A,4-Room,#13,13,7476,584,93,595100,,True
97A,4-Room,#13,13,7490,586,93,595100,,True
97A,4-Room,#13,13,7504,588,93,595100,,True
97A,4-Room,#13,13,7521,590,93,595100,,True
97A,4-Room,#13,13,7539,592,93,607300,,True
97A,4-Room,#13,13,7557,594,93,607300,,True
97A,4-Room,#13,13,7575,596,93,595100,,True
97A,4-Room,#13,13,7593,598,93,595100,,True
97A,4-Room,#13,13,7611,600,93,595100,,True
97A,4-Room,#12,12,7439,580,93,592700,,True
97A,4-Room,#12,12,7457,582,93,592700,,True
97A,4-Room,#12,12,7475,584,93,592700,,True
97A,4-Room,#12,12,7489,586,93,592700,,True
97A,4-Room,#12,12,7503,588,93,592700,,True
97A,4-Room,#12,12,7520,590,93,592700,,True
97A,4-Room,#12,12,7538,592,93,598800,,True
97A,4-Room,#12,12,7556,594,93,598800,,True
97A,4-Room,#12,12,7574,596,93,592700,,True
97A,4-Room,#12,12,7592,598,93,592700,,True
97A,4-Room,#12,12,7610,600,93,592700,,True
97A,4-Room,#11,11,7438,580,93,590300,,True
97A,4-Room,#11,11,7456,582,93,590300,,True
97A,4-Room,#11,11,7474,584,93,590300,,True
97A,4-Room,#11,11,7488,586,93,590300,,True
97A,4-Room,#11,11,7502,588,93,590300,,True
97A,4-Room,#11,11,7519,590,93,590300,,True
97A,4-Room,#11,11,7537,592,93,590300,,True
97A,4-Room,#11,11,7555,594,93,590300,,True
97A,4-Room,#11,11,7573,596,93,590300,,False
97A,4-Room,#11,11,7591,598,93,590300,,True
97A,4-Room,#11,11,7609,600,93,590300,,True
97A,4-Room,#10,10,7437,580,93,587900,,True
97A,4-Room,#10,10,7455,582,93,587900,,True
97A,4-Room,#10,10,7473,584,93,587900,,True
97A,4-Room,#10,10,7487,586,93,587900,,True
97A,4-Room,#10,10,7501,588,93,587900,,True
97A,4-Room,#10,10,7518,590,93,587900,,True
97A,4-Room,#10,10,7536,592,93,587900,,True
97A,4-Room,#10,10,7554,594,93,587900,,True
97A,4-Room,#10,10,7572,596,93,587900,,True
97A,4-Room,#10,10,7590,598,93,587900,,True
97A,4-Room,#10,10,7608,600,93,587900,,True
97A,4-Room,#09,9,7436,580,93,585500,MGPS 2+4,False
97A,4-Room,#09,9,7454,582,93,585500,,True
97A,4-Room,#09,9,7472,584,93,585500,,True
97A,4-Room,#09,9,7486,586,93,585500,,True
97A,4-Room,#09,9,7500,588,93,585500,,True
97A,4-Room,#09,9,7535,592,93,585500,,True
97A,4-Room,#09,9,7553,594,93,585500,,True
97A,4-Room,#09,9,7571,596,93,585500,,True
97A,4-Room,#09,9,7589,598,93,585500,,True
97A,4-Room,#09,9,7607,600,93,585500,,True
97A,4-Room,#08,8,7435,580,93,583100,,True
97A,4-Room,#08,8,7453,582,93,583100,,True
97A,4-Room,#08,8,7471,584,93,583100,,True
97A,4-Room,#08,8,7485,586,93,583100,,True
97A,4-Room,#08,8,7499,588,93,583100,,True
97A,4-Room,#08,8,7517,590,93,583100,,True
97A,4-Room,#08,8,7534,592,93,570900,,True
97A,4-Room,#08,8,7552,594,93,570900,,True
97A,4-Room,#08,8,7570,596,93,583100,,True
97A,4-Room,#08,8,7588,598,93,583100,,True
97A,4-Room,#08,8,7606,600,93,583100,,True
97A,4-Room,#07,7,7434,580,93,577000,,True
97A,4-Room,#07,7,7452,582,93,577000,,True
97A,4-Room,#07,7,7470,584,93,577000,MGPS 2+4,True
97A,4-Room,#07,7,7484,586,93,577000,,True
97A,4-Room,#07,7,7498,588,93,577000,,True
97A,4-Room,#07,7,7516,590,93,577000,,True
97A,4-Room,#07,7,7533,592,93,552600,,True
97A,4-Room,#07,7,7551,594,93,552600,,True
97A,4-Room,#07,7,7569,596,93,577000,,True
97A,4-Room,#07,7,7587,598,93,577000,,True
97A,4-Room,#07,7,7605,600,93,577000,,True
97A,4-Room,#06,6,7433,580,93,570900,,True
97A,4-Room,#06,6,7451,582,93,570900,,True
97A,4-Room,#06,6,7469,584,93,570900,,True
97A,4-Room,#06,6,7483,586,93,570900,,True
97A,4-Room,#06,6,7497,588,93,570900,,True
97A,4-Room,#06,6,7515,590,93,570900,,True
97A,4-Room,#06,6,7532,592,93,534300,,True
97A,4-Room,#06,6,7550,594,93,534300,,True
97A,4-Room,#06,6,7568,596,93,570900,,True
97A,4-Room,#06,6,7586,598,93,570900,,True
97A,4-Room,#06,6,7604,600,93,570900,,True
97A,4-Room,#05,5,7432,580,93,564800,,True
97A,4-Room,#05,5,7450,582,93,564800,,True
97A,4-Room,#05,5,7468,584,93,564800,,True
97A,4-Room,#05,5,7482,586,93,564800,,True
97A,4-Room,#05,5,7496,588,93,564800,MGPS 3+4,True
97A,4-Room,#05,5,7514,590,93,564800,,True
97A,4-Room,#05,5,7531,592,93,528200,,True
97A,4-Room,#05,5,7549,594,93,528200,,True
97A,4-Room,#05,5,7567,596,93,564800,,True
97A,4-Room,#05,5,7585,598,93,564800,,True
97A,4-Room,#05,5,7603,600,93,564800,,True
97A,4-Room,#04,4,7431,580,93,555600,,True
97A,4-Room,#04,4,7449,582,93,549500,,True
97A,4-Room,#04,4,7467,584,93,549500,,True
97A,4-Room,#04,4,7481,586,93,555600,,True
97A,4-Room,#04,4,7495,588,93,555600,,True
97A,4-Room,#04,4,7513,590,93,555600,,True
97A,4-Room,#04,4,7530,592,93,512900,,True
97A,4-Room,#04,4,7548,594,93,512900,MGPS 3+4,True
97A,4-Room,#04,4,7566,596,93,555600,,True
97A,4-Room,#04,4,7584,598,93,555600,,True
97A,4-Room,#04,4,7602,600,93,555600,,True
97A,4-Room,#03,3,7430,580,93,546400,,True
97A,4-Room,#03,3,7448,582,93,534200,,True
97A,4-Room,#03,3,7466,584,93,534200,,True
97A,4-Room,#03,3,7480,586,93,546400,,True
97A,4-Room,#03,3,7494,588,93,546400,,True
97A,4-Room,#03,3,7512,590,93,546400,,True
97A,4-Room,#03,3,7529,592,93,497600,,True
97A,4-Room,#03,3,7547,594,93,497600,,True
97A,4-Room,#03,3,7565,596,93,546400,,True
97A,4-Room,#03,3,7583,598,93,546400,,True
97A,4-Room,#03,3,7601,600,93,546400,,True
