block_number,flat_type,level_number,unit_id,unit_number,area_sqm,price
97A,4-Room,#03,7494,588,93,546400
97A,4-Room,#03,7512,590,93,546400
97A,4-Room,#03,7529,592,93,497600
97A,4-Room,#03,7547,594,93,497600
97A,4-Room,#03,7565,596,93,546400
97A,4-Room,#03,7583,598,93,546400
97A,4-Room,#03,7601,600,93,546400
97A,4-Room,#02,7429,580,93,537200
97A,4-Room,#02,7447,582,93,512800
97A,4-Room,#02,7465,584,93,525000
97A,4-Room,#02,7479,586,93,537200
97A,4-Room,#02,7493,588,93,537200
97A,4-Room,#02,7511,590,93,537200
97A,4-Room,#02,7528,592,93,488400
97A,4-Room,#02,7546,594,93,488400
97A,4-Room,#02,7564,596,93,537200
97A,4-Room,#02,7582,598,93,537200
97A,4-Room,#02,7600,600,93,537200
97B,4-Room,#19,7635,602,93,613200
97B,4-Room,#19,7653,604,93,613200
97B,4-Room,#19,7671,606,93,613200
97B,4-Room,#19,7689,608,93,613200
97B,4-Room,#19,7707,610,93,613200
97B,4-Room,#19,7725,612,93,613200
97B,4-Room,#19,7771,618,93,613200
97B,4-Room,#19,7789,620,93,613200
97B,4-Room,#18,7634,602,93,613200
97B,4-Room,#18,7652,604,93,613200
97B,4-Room,#18,7670,606,93,613200
97B,4-Room,#18,7688,608,93,613200
97B,4-Room,#18,7706,610,93,613200
97B,4-Room,#18,7724,612,93,613200
97B,4-Room,#18,7770,618,93,613200
97B,4-Room,#18,7788,620,93,613200
97B,4-Room,#17,7633,602,93,610800
97B,4-Room,#17,7651,604,93,610800
97B,4-Room,#17,7669,606,93,610800
97B,4-Room,#17,7687,608,93,610800
97B,4-Room,#17,7705,610,93,610800
97B,4-Room,#17,7723,612,93,610800
97B,4-Room,#17,7769,618,93,610800
97B,4-Room,#17,7787,620,93,610800
97B,4-Room,#16,7632,602,93,608400
97B,4-Room,#16,7650,604,93,608400
97B,4-Room,#16,7668,606,93,608400
97B,4-Room,#16,7686,608,93,608400
97B,4-Room,#16,7704,610,93,608400
97B,4-Room,#16,7722,612,93,608400
97B,4-Room,#16,7768,618,93,608400
97B,4-Room,#16,7786,620,93,608400
97B,4-Room,#15,7631,602,93,606000
97B,4-Room,#15,7649,604,93,606000
97B,4-Room,#15,7667,606,93,606000
97B,4-Room,#15,7685,608,93,606000
97B,4-Room,#15,7703,610,93,606000
97B,4-Room,#15,7721,612,93,606000
97B,4-Room,#15,7739,614,93,603600
97B,4-Room,#15,7753,616,93,603600
97B,4-Room,#15,7767,618,93,606000
97B,4-Room,#15,7785,620,93,606000
97B,4-Room,#14,7630,602,93,603600
97B,4-Room,#14,7648,604,93,603600
97B,4-Room,#14,7666,606,93,603600
97B,4-Room,#14,7684,608,93,603600
97B,4-Room,#14,7702,610,93,603600
97B,4-Room,#14,7720,612,93,603600
97B,4-Room,#14,7738,614,93,603600
97B,4-Room,#14,7752,616,93,603600
97B,4-Room,#14,7766,618,93,603600
97B,4-Room,#14,7784,620,93,603600
97B,4-Room,#13,7629,602,93,601200
97B,4-Room,#13,7647,604,93,601200
97B,4-Room,#13,7665,606,93,595100
97B,4-Room,#13,7683,608,93,595100
97B,4-Room,#13,7701,610,93,601200
97B,4-Room,#13,7719,612,93,601200
97B,4-Room,#13,7737,614,93,601200
97B,4-Room,#13,7751,616,93,601200
97B,4-Room,#13,7765,618,93,601200
97B,4-Room,#13,7783,620,93,601200
97B,4-Room,#12,7628,602,93,598800
97B,4-Room,#12,7646,604,93,598800
97B,4-Room,#12,7664,606,93,586600
97B,4-Room,#12,7682,608,93,586600
97B,4-Room,#12,7700,610,93,598800
97B,4-Room,#12,7718,612,93,598800
97B,4-Room,#12,7736,614,93,598800
97B,4-Room,#12,7750,616,93,598800
97B,4-Room,#12,7764,618,93,598800
97B,4-Room,#12,7782,620,93,598800
97B,4-Room,#11,7627,602,93,596400
97B,4-Room,#11,7645,604,93,596400
97B,4-Room,#11,7663,606,93,584200
97B,4-Room,#11,7681,608,93,584200
97B,4-Room,#11,7699,610,93,596400
97B,4-Room,#11,7717,612,93,596400
97B,4-Room,#11,7735,614,93,596400
97B,4-Room,#11,7749,616,93,596400
97B,4-Room,#11,7763,618,93,596400
97B,4-Room,#11,7781,620,93,596400
97B,4-Room,#10,7626,602,93,594000
97B,4-Room,#10,7644,604,93,594000
97B,4-Room,#10,7662,606,93,581800
97B,4-Room,#10,7680,608,93,581800
97B,4-Room,#10,7698,610,93,594000
97B,4-Room,#10,7716,612,93,594000
97B,4-Room,#10,7734,614,93,594000
97B,4-Room,#10,7748,616,93,594000
97B,4-Room,#10,7762,618,93,594000
97B,4-Room,#10,7780,620,93,594000
97B,4-Room,#09,7625,602,93,591600
97B,4-Room,#09,7643,604,93,591600
97B,4-Room,#09,7661,606,93,579400
97B,4-Room,#09,7679,608,93,579400
97B,4-Room,#09,7697,610,93,591600
97B,4-Room,#09,7715,612,93,591600
97B,4-Room,#09,7733,614,93,591600
97B,4-Room,#09,7747,616,93,591600
97B,4-Room,#09,7761,618,93,591600
97B,4-Room,#09,7779,620,93,591600
97B,4-Room,#08,7624,602,93,589200
97B,4-Room,#08,7642,604,93,589200
97B,4-Room,#08,7660,606,93,577000
97B,4-Room,#08,7678,608,93,577000
97B,4-Room,#08,7696,610,93,589200
97B,4-Room,#08,7714,612,93,589200
97B,4-Room,#08,7732,614,93,589200
97B,4-Room,#08,7746,616,93,589200
97B,4-Room,#08,7760,618,93,589200
97B,4-Room,#08,7778,620,93,589200
97B,4-Room,#07,7623,602,93,583100
97B,4-Room,#07,7641,604,93,583100
97B,4-Room,#07,7659,606,93,570900
97B,4-Room,#07,7677,608,93,570900
97B,4-Room,#07,7695,610,93,583100
97B,4-Room,#07,7713,612,93,583100
97B,4-Room,#07,7731,614,93,583100
97B,4-Room,#07,7745,616,93,583100
97B,4-Room,#07,7759,618,93,583100
97B,4-Room,#07,7777,620,93,583100
97B,4-Room,#06,7622,602,93,577000
97B,4-Room,#06,7640,604,93,577000
97B,4-Room,#06,7658,606,93,564800
97B,4-Room,#06,7676,608,93,564800
97B,4-Room,#06,7694,610,93,577000
97B,4-Room,#06,7712,612,93,577000
97B,4-Room,#06,7730,614,93,577000
97B,4-Room,#06,7744,616,93,577000
97B,4-Room,#06,7758,618,93,577000
97B,4-Room,#06,7776,620,93,577000
97B,4-Room,#05,7621,602,93,570900
97B,4-Room,#05,7639,604,93,570900
97B,4-Room,#05,7657,606,93,558700
97B,4-Room,#05,7675,608,93,558700
97B,4-Room,#05,7693,610,93,570900
97B,4-Room,#05,7711,612,93,570900
97B,4-Room,#05,7729,614,93,570900
97B,4-Room,#05,7743,616,93,570900
97B,4-Room,#05,7757,618,93,570900
97B,4-Room,#05,7775,620,93,570900
97B,4-Room,#04,7620,602,93,561700
97B,4-Room,#04,7638,604,93,561700
97B,4-Room,#04,7656,606,93,549500
97B,4-Room,#04,7674,608,93,549500
97B,4-Room,#04,7692,610,93,561700
97B,4-Room,#04,7710,612,93,561700
97B,4-Room,#04,7728,614,93,555600
97B,4-Room,#04,7742,616,93,549500
97B,4-Room,#04,7756,618,93,555600
97B,4-Room,#04,7774,620,93,561700
97B,4-Room,#03,7619,602,93,552500
97B,4-Room,#03,7637,604,93,552500
97B,4-Room,#03,7655,606,93,540300
97B,4-Room,#03,7673,608,93,540300
97B,4-Room,#03,7691,610,93,552500
97B,4-Room,#03,7709,612,93,552500
97B,4-Room,#03,7727,614,93,540300
97B,4-Room,#03,7741,616,93,528100
97B,4-Room,#03,7755,618,93,540300
97B,4-Room,#03,7773,620,93,552500
97B,4-Room,#02,7618,602,93,543300
97B,4-Room,#02,7636,604,93,543300
97B,4-Room,#02,7654,606,93,531100
97B,4-Room,#02,7672,608,93,531100
97B,4-Room,#02,7690,610,93,531100
97B,4-Room,#02,7708,612,93,531100
97B,4-Room,#02,7726,614,93,531100
97B,4-Room,#02,7740,616,93,518900
97B,4-Room,#02,7754,618,93,518900
97B,4-Room,#02,7772,620,93,543300
99A,4-Room,#19,7807,622,93,613200
99A,4-Room,#19,7825,624,93,613200
99A,4-Room,#19,7842,626,93,601000
99A,4-Room,#19,7860,628,93,613200
99A,4-Room,#19,7878,630,93,601000
99A,4-Room,#19,7896,632,93,613200
99A,4-Room,#19,7914,634,93,613200
99A,4-Room,#19,7932,636,93,613200
99A,4-Room,#19,7950,638,93,613200
99A,4-Room,#18,7806,622,93,613200
99A,4-Room,#18,7824,624,93,613200
99A,4-Room,#18,7841,626,93,601000
99A,4-Room,#18,7859,628,93,613200
99A,4-Room,#18,7877,630,93,601000
99A,4-Room,#18,7895,632,93,613200
99A,4-Room,#18,7913,634,93,613200
99A,4-Room,#18,7931,636,93,613200
99A,4-Room,#18,7949,638,93,613200
99A,4-Room,#17,7805,622,93,610800
99A,4-Room,#17,7823,624,93,610800
99A,4-Room,#17,7840,626,93,598600
99A,4-Room,#17,7858,628,93,610800
99A,4-Room,#17,7876,630,93,598600
99A,4-Room,#17,7894,632,93,610800
99A,4-Room,#17,7912,634,93,610800
99A,4-Room,#17,7930,636,93,610800
99A,4-Room,#17,7948,638,93,610800
99A,4-Room,#16,7804,622,93,608400
99A,4-Room,#16,7822,624,93,608400
99A,4-Room,#16,7839,626,93,596200
99A,4-Room,#16,7857,628,93,608400
99A,4-Room,#16,7875,630,93,596200
99A,4-Room,#16,7893,632,93,608400
99A,4-Room,#16,7911,634,93,608400
99A,4-Room,#16,7929,636,93,608400
99A,4-Room,#16,7947,638,93,608400
99A,4-Room,#15,7803,622,93,606000
99A,4-Room,#15,7821,624,93,606000
99A,4-Room,#15,7838,626,93,593800
99A,4-Room,#15,7856,628,93,606000
99A,4-Room,#15,7874,630,93,593800
99A,4-Room,#15,7892,632,93,606000
99A,4-Room,#15,7910,634,93,606000
99A,4-Room,#15,7928,636,93,606000
99A,4-Room,#15,7946,638,93,606000
99A,4-Room,#14,7802,622,93,603600
99A,4-Room,#14,7820,624,93,603600
99A,4-Room,#14,7837,626,93,591400
99A,4-Room,#14,7855,628,93,603600
99A,4-Room,#14,7873,630,93,591400
99A,4-Room,#14,7891,632,93,603600
99A,4-Room,#14,7909,634,93,603600
99A,4-Room,#14,7927,636,93,603600
99A,4-Room,#14,7945,638,93,603600
99A,4-Room,#13,7801,622,93,601200
99A,4-Room,#13,7819,624,93,601200
99A,4-Room,#13,7836,626,93,589000
99A,4-Room,#13,7854,628,93,601200
99A,4-Room,#13,7872,630,93,589000
99A,4-Room,#13,7890,632,93,601200
99A,4-Room,#13,7908,634,93,601200
99A,4-Room,#13,7926,636,93,601200
99A,4-Room,#13,7944,638,93,601200
99A,4-Room,#12,7800,622,93,598800
99A,4-Room,#12,7818,624,93,598800
99A,4-Room,#12,7835,626,93,586600
99A,4-Room,#12,7853,628,93,592700
99A,4-Room,#12,7871,630,93,586600
99A,4-Room,#12,7889,632,93,598800
99A,4-Room,#12,7907,634,93,598800
99A,4-Room,#12,7925,636,93,598800
99A,4-Room,#12,7943,638,93,598800
99A,4-Room,#11,7799,622,93,596400
99A,4-Room,#11,7817,624,93,596400
99A,4-Room,#11,7834,626,93,584200
99A,4-Room,#11,7852,628,93,584200
99A,4-Room,#11,7870,630,93,584200
99A,4-Room,#11,7888,632,93,596400
99A,4-Room,#11,7906,634,93,596400
99A,4-Room,#11,7924,636,93,596400
99A,4-Room,#11,7942,638,93,596400
99A,4-Room,#10,7798,622,93,594000
99A,4-Room,#10,7816,624,93,594000
99A,4-Room,#10,7833,626,93,581800
99A,4-Room,#10,7851,628,93,581800
99A,4-Room,#10,7869,630,93,581800
99A,4-Room,#10,7887,632,93,594000
99A,4-Room,#10,7905,634,93,594000
99A,4-Room,#10,7923,636,93,594000
99A,4-Room,#10,7941,638,93,594000
99A,4-Room,#09,7797,622,93,591600
99A,4-Room,#09,7815,624,93,591600
99A,4-Room,#09,7850,628,93,579400
99A,4-Room,#09,7868,630,93,579400
99A,4-Room,#09,7886,632,93,591600
99A,4-Room,#09,7904,634,93,591600
99A,4-Room,#09,7922,636,93,591600
99A,4-Room,#09,7940,638,93,591600
99A,4-Room,#08,7796,622,93,589200
99A,4-Room,#08,7814,624,93,589200
99A,4-Room,#08,7832,626,93,577000
99A,4-Room,#08,7849,628,93,564800
99A,4-Room,#08,7867,630,93,577000
99A,4-Room,#08,7885,632,93,589200
99A,4-Room,#08,7903,634,93,589200
99A,4-Room,#08,7921,636,93,589200
99A,4-Room,#08,7939,638,93,589200
99A,4-Room,#07,7795,622,93,583100
99A,4-Room,#07,7813,624,93,583100
99A,4-Room,#07,7831,626,93,570900
99A,4-Room,#07,7848,628,93,558700
99A,4-Room,#07,7866,630,93,570900
99A,4-Room,#07,7884,632,93,583100
99A,4-Room,#07,7902,634,93,583100
99A,4-Room,#07,7920,636,93,583100
99A,4-Room,#07,7938,638,93,583100
99A,4-Room,#06,7794,622,93,577000
99A,4-Room,#06,7812,624,93,577000
99A,4-Room,#06,7830,626,93,564800
99A,4-Room,#06,7847,628,93,552600
99A,4-Room,#06,7865,630,93,564800
99A,4-Room,#06,7883,632,93,577000
99A,4-Room,#06,7901,634,93,577000
99A,4-Room,#06,7919,636,93,577000
99A,4-Room,#06,7937,638,93,577000
99A,4-Room,#05,7793,622,93,570900
99A,4-Room,#05,7811,624,93,570900
99A,4-Room,#05,7829,626,93,558700
99A,4-Room,#05,7846,628,93,546500
99A,4-Room,#05,7864,630,93,558700
99A,4-Room,#05,7882,632,93,570900
99A,4-Room,#05,7900,634,93,570900
99A,4-Room,#05,7918,636,93,570900
99A,4-Room,#05,7936,638,93,570900
99A,4-Room,#04,7792,622,93,555600
99A,4-Room,#04,7810,624,93,555600
99A,4-Room,#04,7828,626,93,549500
99A,4-Room,#04,7845,628,93,531200
99A,4-Room,#04,7863,630,93,543400
99A,4-Room,#04,7881,632,93,561700
99A,4-Room,#04,7899,634,93,555600
99A,4-Room,#04,7917,636,93,549500
99A,4-Room,#04,7935,638,93,555600
99A,4-Room,#03,7791,622,93,540300
99A,4-Room,#03,7809,624,93,540300
99A,4-Room,#03,7827,626,93,540300
99A,4-Room,#03,7844,628,93,515900
99A,4-Room,#03,7862,630,93,528100
99A,4-Room,#03,7880,632,93,552500
99A,4-Room,#03,7898,634,93,540300
99A,4-Room,#03,7916,636,93,528100
99A,4-Room,#03,7934,638,93,540300
99A,4-Room,#02,7790,622,93,531100
99A,4-Room,#02,7808,624,93,531100
99A,4-Room,#02,7826,626,93,531100
99A,4-Room,#02,7843,628,93,506700
99A,4-Room,#02,7861,630,93,518900
99A,4-Room,#02,7879,632,93,543300
99A,4-Room,#02,7897,634,93,531100
99A,4-Room,#02,7915,636,93,518900
99A,4-Room,#02,7933,638,93,531100
99B,4-Room,#19,7968,640,93,613200
99B,4-Room,#19,7986,642,93,613200
99B,4-Room,#19,8026,648,93,613200
99B,4-Room,#19,8044,650,93,613200
99B,4-Room,#19,8062,652,93,601000
99B,4-Room,#19,8080,654,93,613200
99B,4-Room,#19,8098,656,93,607100
99B,4-Room,#19,8116,658,93,613200
99B,4-Room,#18,7967,640,93,613200
99B,4-Room,#18,7985,642,93,613200
99B,4-Room,#18,8025,648,93,613200
99B,4-Room,#18,8043,650,93,613200
99B,4-Room,#18,8061,652,93,601000
99B,4-Room,#18,8079,654,93,613200
99B,4-Room,#18,8097,656,93,607100
99B,4-Room,#18,8115,658,93,613200
99B,4-Room,#17,7966,640,93,610800
99B,4-Room,#17,7984,642,93,610800
99B,4-Room,#17,8024,648,93,610800
99B,4-Room,#17,8042,650,93,610800
99B,4-Room,#17,8060,652,93,598600
99B,4-Room,#17,8078,654,93,610800
99B,4-Room,#17,8096,656,93,604700
99B,4-Room,#17,8114,658,93,610800
99B,4-Room,#16,7965,640,93,608400
99B,4-Room,#16,7983,642,93,608400
99B,4-Room,#16,8023,648,93,608400
99B,4-Room,#16,8041,650,93,608400
99B,4-Room,#16,8059,652,93,596200
99B,4-Room,#16,8077,654,93,608400
99B,4-Room,#16,8095,656,93,602300
99B,4-Room,#16,8113,658,93,608400
99B,4-Room,#15,7964,640,93,606000
99B,4-Room,#15,7982,642,93,606000
99B,4-Room,#15,7997,644,93,603600
99B,4-Room,#15,8008,646,93,603600
99B,4-Room,#15,8022,648,93,606000
99B,4-Room,#15,8040,650,93,606000
99B,4-Room,#15,8058,652,93,593800
99B,4-Room,#15,8076,654,93,606000
99B,4-Room,#15,8094,656,93,599900
99B,4-Room,#15,8112,658,93,606000
99B,4-Room,#14,7963,640,93,603600
99B,4-Room,#14,7981,642,93,603600
99B,4-Room,#14,7996,644,93,603600
99B,4-Room,#14,8007,646,93,603600
99B,4-Room,#14,8021,648,93,603600
99B,4-Room,#14,8039,650,93,603600
99B,4-Room,#14,8057,652,93,591400
99B,4-Room,#14,8075,654,93,603600
99B,4-Room,#14,8093,656,93,597500
99B,4-Room,#14,8111,658,93,603600
99B,4-Room,#13,7962,640,93,601200
99B,4-Room,#13,7980,642,93,601200
99B,4-Room,#13,7995,644,93,601200
99B,4-Room,#13,8006,646,93,601200
99B,4-Room,#13,8020,648,93,601200
99B,4-Room,#13,8038,650,93,601200
99B,4-Room,#13,8056,652,93,589000
99B,4-Room,#13,8074,654,93,601200
99B,4-Room,#13,8092,656,93,595100
99B,4-Room,#13,8110,658,93,601200
99B,4-Room,#12,7961,640,93,598800
99B,4-Room,#12,7979,642,93,598800
99B,4-Room,#12,7994,644,93,598800
99B,4-Room,#12,8005,646,93,598800
99B,4-Room,#12,8019,648,93,598800
99B,4-Room,#12,8037,650,93,598800
99B,4-Room,#12,8055,652,93,586600
99B,4-Room,#12,8073,654,93,598800
99B,4-Room,#12,8091,656,93,592700
99B,4-Room,#12,8109,658,93,598800
99B,4-Room,#11,7960,640,93,596400
99B,4-Room,#11,7978,642,93,596400
99B,4-Room,#11,7993,644,93,596400
99B,4-Room,#11,8004,646,93,596400
99B,4-Room,#11,8018,648,93,596400
99B,4-Room,#11,8036,650,93,596400
99B,4-Room,#11,8054,652,93,584200
99B,4-Room,#11,8072,654,93,596400
99B,4-Room,#11,8090,656,93,590300
99B,4-Room,#11,8108,658,93,596400
99B,4-Room,#10,7959,640,93,594000
99B,4-Room,#10,7977,642,93,594000
99B,4-Room,#10,7992,644,93,594000
99B,4-Room,#10,8003,646,93,594000
99B,4-Room,#10,8017,648,93,594000
99B,4-Room,#10,8035,650,93,594000
99B,4-Room,#10,8053,652,93,581800
99B,4-Room,#10,8071,654,93,594000
99B,4-Room,#10,8089,656,93,587900
99B,4-Room,#10,8107,658,93,594000
99B,4-Room,#09,7958,640,93,591600
99B,4-Room,#09,7976,642,93,591600
99B,4-Room,#09,7991,644,93,591600
99B,4-Room,#09,8002,646,93,591600
99B,4-Room,#09,8016,648,93,591600
99B,4-Room,#09,8034,650,93,591600
99B,4-Room,#09,8052,652,93,579400
99B,4-Room,#09,8070,654,93,591600
99B,4-Room,#09,8088,656,93,585500
99B,4-Room,#09,8106,658,93,591600
99B,4-Room,#08,7957,640,93,589200
99B,4-Room,#08,7975,642,93,589200
99B,4-Room,#08,7990,644,93,589200
99B,4-Room,#08,8001,646,93,589200
99B,4-Room,#08,8015,648,93,589200
99B,4-Room,#08,8033,650,93,589200
99B,4-Room,#08,8051,652,93,577000
99B,4-Room,#08,8069,654,93,589200
99B,4-Room,#08,8087,656,93,583100
99B,4-Room,#08,8105,658,93,589200
99B,4-Room,#07,7956,640,93,583100
99B,4-Room,#07,7974,642,93,583100
99B,4-Room,#07,7989,644,93,583100
99B,4-Room,#07,8000,646,93,583100
99B,4-Room,#07,8014,648,93,583100
99B,4-Room,#07,8032,650,93,583100
99B,4-Room,#07,8050,652,93,570900
99B,4-Room,#07,8068,654,93,583100
99B,4-Room,#07,8086,656,93,577000
99B,4-Room,#07,8104,658,93,583100
99B,4-Room,#06,7955,640,93,577000
99B,4-Room,#06,7973,642,93,577000
99B,4-Room,#06,7988,644,93,577000
99B,4-Room,#06,7999,646,93,577000
99B,4-Room,#06,8013,648,93,577000
99B,4-Room,#06,8031,650,93,577000
99B,4-Room,#06,8049,652,93,564800
99B,4-Room,#06,8067,654,93,577000
99B,4-Room,#06,8085,656,93,570900
99B,4-Room,#06,8103,658,93,577000
99B,4-Room,#05,7954,640,93,570900
99B,4-Room,#05,7972,642,93,570900
99B,4-Room,#05,7987,644,93,570900
99B,4-Room,#05,7998,646,93,570900
99B,4-Room,#05,8012,648,93,570900
99B,4-Room,#05,8030,650,93,570900
99B,4-Room,#05,8048,652,93,558700
99B,4-Room,#05,8066,654,93,570900
99B,4-Room,#05,8084,656,93,564800
99B,4-Room,#05,8102,658,93,570900
99B,4-Room,#04,7953,640,93,555600
99B,4-Room,#04,7971,642,93,549500
99B,4-Room,#04,8011,648,93,555600
99B,4-Room,#04,8029,650,93,555600
99B,4-Room,#04,8047,652,93,549500
99B,4-Room,#04,8065,654,93,561700
99B,4-Room,#04,8083,656,93,555600
99B,4-Room,#04,8101,658,93,555600
99B,4-Room,#03,7952,640,93,540300
99B,4-Room,#03,7970,642,93,528100
99B,4-Room,#03,8010,648,93,546400
99B,4-Room,#03,8028,650,93,540300
99B,4-Room,#03,8046,652,93,540300
99B,4-Room,#03,8064,654,93,552500
99B,4-Room,#03,8082,656,93,546400
99B,4-Room,#03,8100,658,93,540300
99B,4-Room,#02,7951,640,93,531100
99B,4-Room,#02,7969,642,93,518900
99B,4-Room,#02,8009,648,93,537200
99B,4-Room,#02,8027,650,93,531100
99B,4-Room,#02,8045,652,93,531100
99B,4-Room,#02,8063,654,93,543300
99B,4-Room,#02,8081,656,93,537200
99B,4-Room,#02,8099,658,93,531100
